,Asosa [GWh],Awasa [GWh],BahirDar [GWh],DireDawa [GWh],Gambela [GWh],Goba [GWh],Gondar [GWh],Harar [GWh],Jijiga [GWh],Jimma [GWh],Mekelle [GWh],Semera [GWh],AddisAbaba [GWh]
10/1/18,0.034217189,0.780253763,0.261112906,0.071834513,0.149370481,0.170069943,0.072248212,0.0943722,0.0993426,0.680785302,0.172738793,0.124912872,0.861136788
10/2/18,0.060509072,1.122555234,0.421012585,0.0727248,0.100185423,0.2790618,0.068071586,0.0943722,0.0993426,0.485273961,0.187168073,0.1306692,1.23557231
10/3/18,0.183014938,0.974977835,0.621751839,0.07028089,0.283992986,0.2790618,0.136218726,0.094367793,0.090647104,0.634646028,0.187252335,0.1306692,1.235984892
10/4/18,0.115463029,1.076297763,0.734603456,0.0727248,0.122079957,0.278988097,0.087366587,0.0943722,0.0993426,0.714379188,0.18582469,0.1306692,1.284096981
10/5/18,0.150808696,0.907568063,0.817523759,0.0727248,0.194511437,0.2790618,0.130234775,0.0943722,0.0993426,0.837534711,0.18716869,0.1306692,1.284129
10/6/18,0.072178917,1.156499027,0.88628709,0.0727248,0.215227185,0.276248812,0.159933284,0.0943722,0.0993426,0.864994366,0.187092369,0.1306692,1.284129
10/7/18,0.033207936,1.116133091,0.544465645,0.0727248,0.004780003,0.277231558,0.004472649,0.0943722,0.0993426,0.651615327,0.169417316,0.1306692,1.266908873
10/8/18,0.247564738,0.777634272,0.906970266,0.0727248,0.316128655,0.271017238,0.152998084,0.0943722,0.0993426,0.8088563,0.1873056,0.1306692,1.261170705
10/9/18,0.216633753,0.9174203,0.717797019,0.0727248,0.282498068,0.180049691,0.151472957,0.089745725,0.0993426,0.823816209,0.1873056,0.128185767,1.245181938
10/10/18,0.184796727,1.106812824,0.919053256,0.067688819,0.240867604,0.220349887,0.155739945,0.089415723,0.0993426,0.806748683,0.187267088,0.1306692,1.159626816
10/11/18,0.241983108,1.069089116,0.769847499,0.0727248,0.325869593,0.26672515,0.115499796,0.0943722,0.0993426,0.867063663,0.183491047,0.1306692,1.263418234
10/12/18,0.218534057,0.878590413,0.890345381,0.0727248,0.190811398,0.2790618,0.160565569,0.0943722,0.0993426,0.850690415,0.181537669,0.1306692,1.284129
10/13/18,0.220278696,1.118440484,0.903511048,0.0727248,0.276200848,0.277216911,0.1612764,0.0943722,0.0993426,0.861676848,0.1873056,0.1306692,1.284129
10/14/18,0.096095486,0.740660705,0.525534899,0.0727248,0.091387537,0.176371239,0.116107439,0.0943722,0.0993426,0.743157572,0.185972351,0.12836781,1.244108543
10/15/18,0.132825218,0.785210794,0.261388706,0.071275244,0.091843932,0.057883838,0.14409106,0.077723759,0.077115339,0.270895529,0.1873056,0.11585428,0.735517779
10/16/18,0.154379904,0.20004291,0.377557777,0.025910407,0.068582092,0.060913798,0.159128099,0.029154067,0.039079763,0.157976414,0.178133154,0.124838775,0.813028445
10/17/18,0.128058395,0.537675455,0.41658016,0.067439088,0.098421603,0.151730597,0.153942946,0.062633534,0.01402113,0.374236853,0.186235463,0.109965906,0.965589444
10/18/18,0.136626007,0.430654274,0.263686541,0.027096008,0.187737853,0.167117022,0.048013457,0.048891141,0.013905136,0.080284823,0.131619448,0.044886296,0.739595997
10/19/18,0.00247997,0.403555767,0.043030217,0.063864037,0.055859828,0.277154641,0.001412951,0.0943722,0.0993426,0.156259292,0.067170462,0.058129258,0.78601271
10/20/18,0.14132329,1.156558466,0.31238987,0.070322484,0.161664159,0.2790618,0.012805702,0.0943722,0.0993426,0.728647373,0.00415998,0.084489902,1.216524645
10/21/18,0.153800288,1.13191612,0.446424998,0.034118794,0.193070039,0.2790618,0.042103571,0.024065015,0.058960942,0.858993575,0.080251186,0.011249653,1.171583945
10/22/18,0.045088606,1.143369295,0.53906495,0.038905049,0.067280005,0.2790618,0.064287652,0.013872656,0.009682848,0.627145168,0.183183399,0.02710821,1.105780305
10/23/18,0.192336972,1.161161757,0.919245028,0.058190193,0.140945058,0.276321898,0.156364651,0.086740859,0.096175341,0.690322632,0.186884588,0.1306692,1.219310617
10/24/18,0.129371621,1.035288131,0.724908758,0.071545822,0.017586308,0.279022266,0.157024229,0.093211648,0.082523011,0.456276384,0.187284354,0.1306692,1.187344834
10/25/18,0.009656482,0.409655722,0.784823503,0.046526815,0.099870558,0.2354007,0.1612764,0.02055796,5.83E-05,0.370939092,0.187297702,0.120657337,1.108583648
10/26/18,0.192638915,0.873436756,0.927764911,0.045759541,0.149747947,0.115519541,0.137429457,0.01523851,0.097572287,0.702059675,0.187216165,0.1306692,1.257056721
10/27/18,0.131903082,0.884319555,0.920010242,0.0727248,0.126475468,0.080578447,0.160581844,0.091144182,0.0993426,0.758244364,0.1873056,0.129928277,1.196936494
10/28/18,0.046337816,1.104851761,0.790941298,0.0727248,0.118707035,0.278816295,0.144031174,0.0943722,0.0993426,0.823907497,0.1873056,0.130433264,1.284129
10/29/18,0.064707914,1.149863141,0.544220395,0.0727248,0.064979616,0.27855693,0.089040823,0.0943722,0.0993426,0.81967983,0.187211247,0.1306692,1.282675894
10/30/18,0.092789912,1.156141966,0.501546298,0.0727248,0.158500477,0.2790618,0.059214298,0.0943722,0.0993426,0.760358283,0.186499468,0.1306692,1.279707943
10/31/18,0.108754111,1.153596135,0.92639628,0.0727248,0.227715775,0.2790618,0.160344077,0.0943722,0.0993426,0.842167977,0.1873056,0.1306692,1.283678183
11/1/18,0.097015823,1.1679132,0.887914,0.0727248,0.184257155,0.2790618,0.159140192,0.0943722,0.0993426,0.834009753,0.1873056,0.1306692,1.284129
11/2/18,0.162105758,1.165926845,0.603234698,0.0727248,0.279305751,0.2790618,0.021838481,0.0943722,0.0993426,0.859159459,0.178482146,0.1306692,1.284129
11/3/18,0.065924706,1.164260167,0.83800273,0.0727248,0.176242355,0.278851613,0.153820555,0.0943722,0.0993426,0.686104502,0.187248716,0.1306692,1.275045894
11/4/18,0.145537726,1.00376482,0.664360578,0.0727248,0.07107808,0.278767543,0.145059159,0.0943722,0.0993426,0.53826678,0.1873056,0.130099877,0.988167261
11/5/18,0.221331185,0.635128438,0.687796046,0.04189254,0.272812183,0.067483412,0.117781738,0.076078168,0.0993426,0.656527608,0.175773294,0.083958144,0.844376505
11/6/18,0.259311,0.760949267,0.827437649,0.072386325,0.263727097,0.277686484,0.159722203,0.092668287,0.099240828,0.551563077,0.1873056,0.130098057,1.053148463
11/7/18,0.212139185,0.549722936,0.754268759,0.072254078,0.045788776,0.269350411,0.158616225,0.0943722,0.0993426,0.319238093,0.18715102,0.1306692,0.986014426
11/8/18,0.245281508,0.824448239,0.81424073,0.052861509,0.309846423,0.277987469,0.1556165,0.0943722,0.096935595,0.664787551,0.181356542,0.117676677,0.773750636
11/9/18,0.249492655,0.84624628,0.725121648,0.072638702,0.267927237,0.277160559,0.157765897,0.0943722,0.09824665,0.796599165,0.154437118,0.059888544,1.071620045
11/10/18,0.165038284,0.460848253,0.855837514,0.044843404,0.127182435,0.199615809,0.153201927,0.086861323,0.024836299,0.648989789,0.157656376,0.092079549,1.01899212
11/11/18,0.191391482,0.606379092,0.528371198,0.028915395,0.291488183,0.0663118,0.152699196,0.008168813,0.060987821,0.54600578,0.161926483,0.064428953,1.131795198
11/12/18,0.204730825,1.12050084,0.92190812,0.0727248,0.172902038,0.222748525,0.1612764,0.0943722,0.0993426,0.725287022,0.1873056,0.1306692,1.246844273
11/13/18,0.259311,1.165599164,0.929007,0.0727248,0.295286365,0.279051837,0.1612764,0.0943722,0.0993426,0.848887742,0.178037109,0.1306692,1.284129
11/14/18,0.242453256,1.163745994,0.929007,0.0727248,0.307594509,0.2790618,0.161266139,0.0943722,0.0993426,0.853020375,0.165613408,0.1306692,1.283857522
11/15/18,0.254183572,1.072294313,0.682774936,0.072539319,0.141851685,0.25765437,0.155661495,0.094139979,0.077381591,0.521180434,0.080964748,0.127866921,1.228860039
11/16/18,0.242069627,0.650331128,0.911138153,0.058672044,0.299306634,0.130761488,0.155274023,0.093742629,0.076006376,0.622059892,0.161174628,0.051527286,1.211131615
11/17/18,0.199976041,0.335224944,0.343395665,0.072080497,0.203891014,0.080234357,0.132458418,0.0943722,0.0993426,0.599424892,0.130587961,0.13007795,1.098285959
11/18/18,0.25465934,1.115779266,0.929007,0.0727248,0.32362926,0.273406957,0.1612764,0.0943722,0.0993426,0.840913796,0.1873056,0.1306692,1.256434655
11/19/18,0.259311,1.155697536,0.92378573,0.0727248,0.279976825,0.2790618,0.1612764,0.0943722,0.0993426,0.761992431,0.1873056,0.1306692,1.284129
11/20/18,0.259311,1.1679132,0.929007,0.0727248,0.3539448,0.2790618,0.1612764,0.0943722,0.0993426,0.874398,0.1873056,0.1306692,1.284129
11/21/18,0.244800375,1.167898213,0.929007,0.0727248,0.344484941,0.2790618,0.1612764,0.0943722,0.0993426,0.874398,0.1873056,0.1306692,1.284129
11/22/18,0.255072199,1.1679132,0.929007,0.0727248,0.3539448,0.2790618,0.1612764,0.0943722,0.0993426,0.874398,0.1873056,0.1306692,1.284129
11/23/18,0.258558346,1.1679132,0.874342308,0.0727248,0.3539448,0.2790618,0.158678091,0.0943722,0.0993426,0.874398,0.186755235,0.1306692,1.249454567
11/24/18,0.259311,1.1679132,0.927852622,0.0727248,0.3539448,0.2790618,0.1612764,0.0943722,0.0993426,0.874398,0.1873056,0.1306692,1.284129
11/25/18,0.25841505,0.954950533,0.871989441,0.039188246,0.3539448,0.05756811,0.1606376,0.078035271,0.090687053,0.856437099,0.064963372,0.061752199,0.721477216
11/26/18,0.249251258,1.004243909,0.784639055,0.072313495,0.260616956,0.201429147,0.117568869,0.0943722,0.0993426,0.749972627,0.097877444,0.129774346,1.212084513
11/27/18,0.202090684,1.019058287,0.747597789,0.0727248,0.232891061,0.274694583,0.134197053,0.0943722,0.0993426,0.686251482,0.187305451,0.122395461,1.279588128
11/28/18,0.16202735,1.16756968,0.928362878,0.072467293,0.283687147,0.273199814,0.153180191,0.0943722,0.098489473,0.816742791,0.185702874,0.100579133,1.284094086
11/29/18,0.25134772,1.087230889,0.929007,0.0727248,0.315306514,0.261961361,0.1612764,0.0943722,0.0993426,0.830098016,0.1873056,0.1306692,1.284129
11/30/18,0.165229853,1.165428852,0.880528058,0.0727248,0.310023378,0.2790618,0.1612764,0.0943722,0.0993426,0.874363852,0.1873056,0.1306692,1.284129
12/1/18,0.253706037,1.1679132,0.913184969,0.072722937,0.351293609,0.2790618,0.1612764,0.094371423,0.0993426,0.874016245,0.1873056,0.123933596,1.283196028
12/2/18,0.213626034,1.148240403,0.928131423,0.072500259,0.216495438,0.277316012,0.1612764,0.093223527,0.0993426,0.864700066,0.1873056,0.130658013,1.260670497
12/3/18,0.246708812,1.05304372,0.876432298,0.067311524,0.298632793,0.277765168,0.160835802,0.0943722,0.0993426,0.726682988,0.179797842,0.127599722,1.259455488
12/4/18,0.259311,1.135294354,0.921692759,0.072347861,0.337714189,0.2790618,0.152527234,0.094370955,0.0993426,0.663196747,0.186885141,0.128450465,1.273134647
12/5/18,0.257468836,1.167813227,0.925101223,0.0727248,0.316745101,0.2790618,0.160550528,0.0943722,0.0993426,0.86579245,0.18674706,0.1306692,1.282680152
12/6/18,0.259309765,1.167050823,0.929007,0.072716806,0.32378648,0.2790618,0.1612764,0.0943722,0.0993426,0.869856447,0.1873056,0.1306692,1.281239308
12/7/18,0.259311,1.162878933,0.929007,0.0727248,0.336362845,0.2790618,0.1612764,0.0943722,0.0993426,0.842818656,0.1873056,0.1306692,1.281453731
12/8/18,0.259295544,1.050595648,0.907225734,0.0727248,0.318204977,0.223629595,0.1612764,0.0943722,0.0993426,0.7173835,0.1873056,0.1306692,1.275555724
12/9/18,0.256687783,1.04915242,0.765748503,0.0727248,0.257163061,0.279060906,0.160154168,0.0943722,0.0993426,0.637293706,0.185020389,0.124084621,1.283908616
12/10/18,0.258813986,1.118388369,0.863178494,0.0727248,0.334056898,0.2790618,0.161145877,0.0943722,0.0993426,0.69625666,0.184885502,0.1306692,1.217019403
12/11/18,0.254849834,0.876022526,0.52949228,0.072686469,0.293825509,0.176351547,0.133424154,0.0943722,0.0993426,0.644218953,0.18226154,0.114148749,1.209634057
12/12/18,0.257339399,1.13200068,0.696630496,0.0727248,0.338630108,0.279038488,0.148525114,0.0943722,0.0993426,0.821654603,0.179390497,0.1306692,1.270545982
12/13/18,0.259154781,1.165577875,0.929007,0.0727248,0.328354027,0.2790618,0.1612764,0.0943722,0.0993426,0.825321431,0.1873056,0.130076662,1.280038349
